Timestamp,Production (kW)
10/19 02,0.00
10/19 03,4.18
10/19 04,20.07
10/19 05,42.79
10/19 06,61.73
10/19 07,74.47
10/19 08,81.57
10/19 09,83.34
10/19 10,79.56
10/19 11,70.52
10/19 12,55.87
10/19 13,35.64
10/19 14,13.77
10/19 15,1.64
10/19 16,0.00
10/19 17,0.00
10/19 18,0.00
10/19 19,0.00
10/19 20,0.00
10/19 21,0.00
10/19 22,0.00
10/19 23,0.00
10/20 00,0.00
10/20 01,0.00
10/20 02,0.00
10/20 03,2.88
10/20 04,7.42
10/20 05,17.73
10/20 06,29.03
10/20 07,33.83
10/20 08,42.77
10/20 09,53.86
10/20 10,51.22
10/20 11,31.01
10/20 12,21.47
10/20 13,20.97
10/20 14,8.43
10/20 15,0.00
10/20 16,0.00
10/20 17,0.00
10/20 18,0.00
10/20 19,0.00
10/20 20,0.00
10/20 21,0.00
10/20 22,0.00
10/20 23,0.00
10/21 00,0.00
10/21 01,0.00
10/21 02,0.00
10/21 03,1.82
10/21 04,7.68
10/21 05,11.75
10/21 06,20.10
10/21 07,18.40
10/21 08,29.40
10/21 09,49.14
10/21 10,51.78
10/21 11,51.33
10/21 12,33.71
10/21 13,17.52
10/21 14,8.47
10/21 15,2.00
10/21 16,0.00
10/21 17,0.00
10/21 18,0.00
10/21 19,0.00
10/21 20,0.00
10/21 21,0.00
10/21 22,0.00
10/21 23,0.00
10/22 00,0.00
10/22 01,0.00
10/22 02,0.00
10/22 03,3.27
10/22 04,12.07
10/22 05,24.02
10/22 06,34.20
10/22 07,47.12
10/22 08,47.12
10/22 09,46.44
10/22 10,44.10
10/22 11,46.27
10/22 12,58.37
10/22 13,42.36
10/22 14,16.70
10/22 15,2.15
10/22 16,0.00
10/22 17,0.00
10/22 18,0.00
10/22 19,0.00
10/22 20,0.00
10/22 21,0.00
10/22 22,0.00
10/22 23,0.00
10/23 00,0.00
10/23 01,0.00
10/23 02,0.00
10/23 03,4.09
10/23 04,16.62
10/23 05,32.00
10/23 06,49.55
10/23 07,61.03
10/23 08,69.24
10/23 09,74.33
10/23 10,65.93
10/23 11,56.78
10/23 12,44.00
10/23 13,27.27
10/23 14,11.97
10/23 15,1.97
10/23 16,0.00
10/23 17,0.00
10/23 18,0.00
10/23 19,0.00
10/23 20,0.00
10/23 21,0.00
10/23 22,0.00
10/23 23,0.00
10/24 00,0.00
10/24 01,0.00
10/24 02,0.00
10/24 03,4.09
10/24 04,17.32
10/24 05,36.10
10/24 06,52.89
10/24 07,65.71
10/24 08,73.25
10/24 09,74.58
10/24 10,70.50
10/24 11,60.90
10/24 12,47.30
10/24 13,30.60
10/24 14,12.72
10/24 15,1.93
10/24 16,0.00
10/24 17,0.00
10/24 18,0.00
10/24 19,0.00
10/24 20,0.00
10/24 21,0.00
10/24 22,0.00
10/24 23,0.00
10/25 00,0.00
10/25 01,0.00
10/25 02,0.00
10/25 03,4.18
10/25 04,18.61
10/25 05,37.66
10/25 06,55.15
10/25 07,67.87
10/25 08,68.21
10/25 09,61.55
10/25 10,55.52
10/25 11,47.70
10/25 12,33.34
10/25 13,17.26
10/25 14,5.45
10/25 15,0.00
10/25 16,0.00
10/25 17,0.00
10/25 18,0.00
10/25 19,0.00
10/25 20,0.00
10/25 21,0.00
10/25 22,0.00
10/25 23,0.00
10/26 00,0.00
10/26 01,0.00
10/26 02,0.00
10/26 03,4.15
10/26 04,15.39
10/26 05,30.56
10/26 06,44.81
10/26 07,54.11
10/26 08,58.54
10/26 09,63.49
10/26 10,64.26
10/26 11,56.27
10/26 12,46.45
10/26 13,32.08
10/26 14,13.78
10/26 15,2.49
10/26 16,0.00
10/26 17,0.00
10/26 18,0.00
10/26 19,0.00
10/26 20,0.00
10/26 21,0.00
10/26 22,0.00
10/26 23,0.00
10/27 00,0.00
10/27 01,0.00
10/27 02,0.00
10/27 03,4.20
10/27 04,16.74
10/27 05,32.15
10/27 06,41.21
10/27 07,50.85
10/27 08,61.55
10/27 09,60.87
10/27 10,50.73
10/27 11,39.16
10/27 12,26.96
10/27 13,13.02
10/27 14,3.15
10/27 15,0.00
10/27 16,0.00
10/27 17,0.00
10/27 18,0.00
10/27 19,0.00
10/27 20,0.00
10/27 21,0.00
10/27 22,0.00
10/27 23,0.00
10/28 00,0.00
10/28 01,0.00
10/28 02,1.00
10/28 03,5.84
10/28 04,19.30
10/28 05,36.12
10/28 06,39.95
10/28 07,34.87
10/28 08,38.77
10/28 09,46.72
10/28 10,47.68
10/28 11,45.75
10/28 12,37.95
10/28 13,18.37
10/28 14,2.93
10/28 15,0.00
10/28 16,0.00
10/28 17,0.00
10/28 18,0.00
10/28 19,0.00
10/28 20,0.00
10/28 21,0.00
10/28 22,0.00
10/28 23,0.00
10/29 00,0.00
10/29 01,0.00
10/29 02,2.53
10/29 03,12.75
10/29 04,29.97
10/29 05,51.77
10/29 06,67.71
10/29 07,72.98
10/29 08,76.55
10/29 09,73.47
10/29 10,63.96
10/29 11,52.63
10/29 12,34.90
10/29 13,14.52
10/29 14,2.57
10/29 15,0.00
10/29 16,0.00
10/29 17,0.00
10/29 18,0.00
10/29 19,0.00
10/29 20,0.00
10/29 21,0.00
10/29 22,0.00
10/29 23,0.00
10/30 00,0.00
10/30 01,0.00
10/30 02,1.05
10/30 03,4.87
10/30 04,12.28
10/30 05,16.19
10/30 06,18.93
10/30 07,19.31
10/30 08,20.69
10/30 09,26.55
10/30 10,22.60
10/30 11,17.37
10/30 12,11.38
10/30 13,2.77
10/30 14,0.00
10/30 15,0.00
10/30 16,0.00
10/30 17,0.00
10/30 18,0.00
10/30 19,0.00
10/30 20,0.00
10/30 21,0.00
10/30 22,0.00
10/30 23,0.00
10/31 00,0.00
10/31 01,0.00
10/31 02,2.40
10/31 03,11.08
10/31 04,28.08
10/31 05,47.77
10/31 06,55.07
10/31 07,55.66
10/31 08,53.62
10/31 09,47.68
10/31 10,41.34
10/31 11,31.15
10/31 12,18.07
10/31 13,5.02
10/31 14,0.00
10/31 15,0.00
10/31 16,0.00
10/31 17,0.00
10/31 18,0.00
10/31 19,0.00
10/31 20,0.00
10/31 21,0.00
10/31 22,0.00
10/31 23,0.00
11/01 00,0.00
11/01 01,0.00
11/01 02,2.52
11/01 03,15.09
11/01 04,34.14
11/01 05,42.44
11/01 06,38.20
11/01 07,34.90
11/01 08,32.60
11/01 09,34.28
11/01 10,28.39
11/01 11,21.10
11/01 12,17.13
11/01 13,4.70
11/01 14,0.00
11/01 15,0.00
11/01 16,0.00
11/01 17,0.00
11/01 18,0.00
11/01 19,0.00
11/01 20,0.00
11/01 21,0.00
11/01 22,0.00
11/01 23,0.00
11/02 00,0.00
11/02 01,0.00
11/02 02,3.48
11/02 03,17.75
11/02 04,37.57
11/02 05,52.72
11/02 06,63.07
11/02 07,67.48
11/02 08,67.24
11/02 09,68.14
11/02 10,62.62
11/02 11,49.60
11/02 12,34.77
11/02 13,15.65
11/02 14,2.68
11/02 15,0.00
11/02 16,0.00
11/02 17,0.00
11/02 18,0.00
11/02 19,0.00
11/02 20,0.00
11/02 21,0.00
11/02 22,0.00
11/02 23,0.00
11/03 00,0.00
11/03 01,0.00
11/03 02,0.69
11/03 03,2.65
11/03 04,6.74
11/03 05,13.08
11/03 06,17.10
11/03 07,21.86
11/03 08,26.15
11/03 09,27.20
11/03 10,23.37
11/03 11,15.32
11/03 12,11.30
11/03 13,6.58
11/03 14,1.48
11/03 15,0.00
11/03 16,0.00
11/03 17,0.00
11/03 18,0.00
11/03 19,0.00
11/03 20,0.00
11/03 21,0.00
11/03 22,0.00
11/03 23,0.00
11/04 00,0.00
11/04 01,0.00
11/04 02,3.18
11/04 03,12.16
11/04 04,23.83
11/04 05,38.54
11/04 06,49.35
11/04 07,52.10
11/04 08,55.73
11/04 09,55.67
11/04 10,49.30
11/04 11,34.22
11/04 12,15.26
11/04 13,4.08
11/04 14,0.00
11/04 15,0.00
11/04 16,0.00
11/04 17,0.00
11/04 18,0.00
11/04 19,0.00
11/04 20,0.00
11/04 21,0.00
11/04 22,0.00
11/04 23,0.00
11/05 00,0.00
11/05 01,0.00
11/05 02,3.79
11/05 03,16.85
11/05 04,44.71
11/05 05,65.91
11/05 06,59.55
11/05 07,57.42
11/05 08,55.72
11/05 09,43.85
11/05 10,37.26
11/05 11,25.60
11/05 12,9.90
11/05 13,1.11
11/05 14,0.00
11/05 15,0.00
11/05 16,0.00
11/05 17,0.00
11/05 18,0.00
11/05 19,0.00
11/05 20,0.00
11/05 21,0.00
11/05 22,0.00
11/05 23,0.00
11/06 00,0.00
11/06 01,0.00
11/06 02,2.13
11/06 03,10.78
11/06 04,23.74
11/06 05,39.05
11/06 06,51.05
11/06 07,54.59
11/06 08,51.37
11/06 09,42.36
11/06 10,34.73
11/06 11,24.50
11/06 12,11.18
11/06 13,2.93
11/06 14,0.00
11/06 15,0.00
11/06 16,0.00
11/06 17,0.00
11/06 18,0.00
11/06 19,0.00
11/06 20,0.00
11/06 21,0.00
11/06 22,0.00
11/06 23,0.00
11/07 00,0.00
11/07 01,0.00
11/07 02,4.15
11/07 03,19.75
11/07 04,42.43
11/07 05,61.86
11/07 06,75.19
11/07 07,82.81
11/07 08,84.84
11/07 09,81.76
11/07 10,73.67
11/07 11,59.30
11/07 12,38.98
11/07 13,16.24
11/07 14,2.40
11/07 15,0.00
11/07 16,0.00
11/07 17,0.00
11/07 18,0.00
11/07 19,0.00
11/07 20,0.00
11/07 21,0.00
11/07 22,0.00
11/07 23,0.00
11/08 00,0.00
11/08 01,0.00
11/08 02,3.85
11/08 03,19.37
11/08 04,42.20
11/08 05,61.52
11/08 06,74.81
11/08 07,82.03
11/08 08,83.85
11/08 09,80.93
11/08 10,72.65
11/08 11,58.52
11/08 12,38.65
11/08 13,16.03
11/08 14,2.35
11/08 15,0.00
11/08 16,0.00
11/08 17,0.00
11/08 18,0.00
11/08 19,0.00
11/08 20,0.00
11/08 21,0.00
11/08 22,0.00
11/08 23,0.00
11/09 00,0.00
11/09 01,0.00
11/09 02,3.75
11/09 03,18.50
11/09 04,40.25
11/09 05,58.82
11/09 06,71.83
11/09 07,78.69
11/09 08,79.76
11/09 09,76.12
11/09 10,67.54
11/09 11,54.20
11/09 12,35.60
11/09 13,14.71
11/09 14,2.30
11/09 15,0.00
11/09 16,0.00
11/09 17,0.00
11/09 18,0.00
11/09 19,0.00
11/09 20,0.00
11/09 21,0.00
11/09 22,0.00
11/09 23,0.00
11/10 00,0.00
11/10 01,0.00
11/10 02,2.23
11/10 03,11.20
11/10 04,24.55
11/10 05,35.68
11/10 06,44.19
11/10 07,45.50
11/10 08,41.83
11/10 09,34.46
11/10 10,25.85
11/10 11,21.60
11/10 12,14.67
11/10 13,5.16
11/10 14,0.00
11/10 15,0.00
11/10 16,0.00
11/10 17,0.00
11/10 18,0.00
11/10 19,0.00
11/10 20,0.00
11/10 21,0.00
11/10 22,0.00
11/10 23,0.00
11/11 00,0.00
11/11 01,0.00
11/11 02,4.92
11/11 03,21.75
11/11 04,46.75
11/11 05,67.51
11/11 06,80.65
11/11 07,61.93
11/11 08,36.44
11/11 09,33.93
11/11 10,25.18
11/11 11,15.08
11/11 12,10.17
11/11 13,5.17
11/11 14,0.79
11/11 15,0.00
11/11 16,0.00
11/11 17,0.00
11/11 18,0.00
11/11 19,0.00
11/11 20,0.00
11/11 21,0.00
11/11 22,0.00
11/11 23,0.00
11/12 00,0.00
11/12 01,0.00
11/12 02,1.32
11/12 03,2.70
11/12 04,3.67
11/12 05,5.48
11/12 06,6.85
11/12 07,8.33
11/12 08,36.73
11/12 09,65.20
11/12 10,70.75
11/12 11,58.48
11/12 12,35.50
11/12 13,18.18
11/12 14,2.52
11/12 15,0.00
11/12 16,0.00
11/12 17,0.00
11/12 18,0.00
11/12 19,0.00
11/12 20,0.00
11/12 21,0.00
11/12 22,0.00
11/12 23,0.00
11/13 00,0.00
11/13 01,0.00
11/13 02,3.58
11/13 03,12.67
11/13 04,28.59
11/13 05,49.12
11/13 06,45.35
11/13 07,47.68
11/13 08,64.35
11/13 09,50.07
11/13 10,43.81
11/13 11,40.62
11/13 12,16.33
11/13 13,1.67
11/13 14,0.00
11/13 15,0.00
11/13 16,0.00
11/13 17,0.00
11/13 18,0.00
11/13 19,0.00
11/13 20,0.00
11/13 21,0.00
11/13 22,0.00
11/13 23,0.00
11/14 00,0.00
11/14 01,0.00
11/14 02,4.77
11/14 03,23.15
11/14 04,49.53
11/14 05,69.35
11/14 06,82.02
11/14 07,63.92
11/14 08,38.48
11/14 09,38.47
11/14 10,34.83
11/14 11,26.79
11/14 12,18.51
11/14 13,8.22
11/14 14,1.31
11/14 15,0.00
11/14 16,0.00
11/14 17,0.00
11/14 18,0.00
11/14 19,0.00
11/14 20,0.00
11/14 21,0.00
11/14 22,0.00
11/14 23,0.00
11/15 00,0.00
11/15 01,0.00
11/15 02,0.67
11/15 03,2.63
11/15 04,5.59
11/15 05,8.28
11/15 06,10.42
11/15 07,12.15
11/15 08,12.17
11/15 09,11.23
11/15 10,10.01
11/15 11,7.85
11/15 12,4.96
11/15 13,2.05
11/15 14,0.37
11/15 15,0.00
11/15 16,0.00
11/15 17,0.00
11/15 18,0.00
11/15 19,0.00
11/15 20,0.00
11/15 21,0.00
11/15 22,0.00
11/15 23,0.00
11/16 00,0.00
11/16 01,0.00
11/16 02,2.73
11/16 03,12.80
11/16 04,14.95
11/16 05,16.72
11/16 06,24.27
11/16 07,29.52
11/16 08,35.19
11/16 09,41.89
11/16 10,39.43
11/16 11,30.10
11/16 12,29.18
11/16 13,16.27
11/16 14,2.01
11/16 15,0.00
11/16 16,0.00
11/16 17,0.00
11/16 18,0.00
11/16 19,0.00
11/16 20,0.00
11/16 21,0.00
11/16 22,0.00
11/16 23,0.00
11/17 00,0.00
11/17 01,0.00
11/17 02,2.67
11/17 03,6.95
11/17 04,15.24
11/17 05,22.45
11/17 06,27.09
11/17 07,34.68
11/17 08,28.35
11/17 09,21.52
11/17 10,33.30
11/17 11,35.88
11/17 12,24.44
11/17 13,11.72
11/17 14,1.88
11/17 15,0.00
11/17 16,0.00
11/17 17,0.00
11/17 18,0.00
11/17 19,0.00
11/17 20,0.00
11/17 21,0.00
11/17 22,0.00
11/17 23,0.00
11/18 00,0.00
11/18 01,0.00
11/18 02,2.43
11/18 03,5.40
11/18 04,11.25
11/18 05,25.77
11/18 06,39.15
11/18 07,41.27
11/18 08,23.20
11/18 09,19.31
11/18 10,34.02
11/18 11,30.36
11/18 12,17.09
11/18 13,6.12
11/18 14,1.49
11/18 15,0.00
11/18 16,0.00
11/18 17,0.00
11/18 18,0.00
11/18 19,0.00
11/18 20,0.00
11/18 21,0.00
11/18 22,0.00
11/18 23,0.00
11/19 00,0.00
11/19 01,0.00
11/19 02,4.95
11/19 03,22.32
11/19 04,37.05
11/19 05,32.46
11/19 06,22.20
11/19 07,30.50
11/19 08,36.69
11/19 09,40.73
11/19 10,41.67
11/19 11,34.65
11/19 12,25.30
11/19 13,8.89
11/19 14,2.64
11/19 15,0.00
11/19 16,0.00
11/19 17,0.00
11/19 18,0.00
11/19 19,0.00
11/19 20,0.00
11/19 21,0.00
11/19 22,0.00
11/19 23,0.00
11/20 00,0.00
11/20 01,0.00
11/20 02,3.25
11/20 03,12.87
11/20 04,26.80
11/20 05,38.97
11/20 06,44.27
11/20 07,50.25
11/20 08,55.90
11/20 09,51.05
11/20 10,38.96
11/20 11,25.74
11/20 12,14.38
11/20 13,4.64
11/20 14,0.00
11/20 15,0.00
11/20 16,0.00
11/20 17,0.00
11/20 18,0.00
11/20 19,0.00
11/20 20,0.00
11/20 21,0.00
11/20 22,0.00
11/20 23,0.00
11/21 00,0.00
11/21 01,0.00
11/21 02,4.97
11/21 03,22.58
11/21 04,47.56
11/21 05,68.96
11/21 06,79.85
11/21 07,61.89
11/21 08,40.95
11/21 09,39.02
11/21 10,31.33
11/21 11,21.20
11/21 12,13.56
11/21 13,6.30
11/21 14,1.57
11/21 15,0.00
11/21 16,0.00
11/21 17,0.00
11/21 18,0.00
11/21 19,0.00
11/21 20,0.00
11/21 21,0.00
11/21 22,0.00
11/21 23,0.00
11/22 00,0.00
11/22 01,0.00
11/22 02,4.88
11/22 03,20.67
11/22 04,42.32
11/22 05,60.88
11/22 06,73.35
11/22 07,80.23
11/22 08,81.92
11/22 09,78.23
11/22 10,69.42
11/22 11,55.10
11/22 12,35.23
11/22 13,13.74
11/22 14,1.67
11/22 15,0.00
11/22 16,0.00
11/22 17,0.00
11/22 18,0.00
11/22 19,0.00
11/22 20,0.00
11/22 21,0.00
11/22 22,0.00
11/22 23,0.00
11/23 00,0.00
11/23 01,0.00
11/23 02,4.18
11/23 03,20.07
11/23 04,42.79
11/23 05,61.73
11/23 06,74.47
11/23 07,81.57
11/23 08,83.34
11/23 09,79.56
11/23 10,70.52
11/23 11,55.87
11/23 12,35.64
11/23 13,13.77
11/23 14,1.64
11/23 15,0.00
11/23 16,0.00
11/23 17,0.00
11/23 18,0.00
11/23 19,0.00
11/23 20,0.00
11/23 21,0.00
11/23 22,0.00
11/23 23,0.00
11/24 00,0.00
11/24 01,0.00
11/24 02,2.88
11/24 03,7.42
11/24 04,17.73
11/24 05,29.03
11/24 06,33.83
11/24 07,42.77
11/24 08,53.86
11/24 09,51.22
11/24 10,31.01
11/24 11,21.47
11/24 12,20.97
11/24 13,8.43
11/24 14,0.00
11/24 15,0.00
11/24 16,0.00
11/24 17,0.00
11/24 18,0.00
11/24 19,0.00
11/24 20,0.00
11/24 21,0.00
11/24 22,0.00
11/24 23,0.00
11/25 00,0.00
11/25 01,0.00
11/25 02,1.82
11/25 03,7.68
11/25 04,11.75
11/25 05,20.10
11/25 06,18.40
11/25 07,29.40
11/25 08,49.14
11/25 09,51.78
11/25 10,51.33
11/25 11,33.71
11/25 12,17.52
11/25 13,8.47
11/25 14,2.00
11/25 15,0.00
11/25 16,0.00
11/25 17,0.00
11/25 18,0.00
11/25 19,0.00
11/25 20,0.00
11/25 21,0.00
11/25 22,0.00
11/25 23,0.00
11/26 00,0.00
11/26 01,0.00
11/26 02,3.27
11/26 03,12.07
11/26 04,24.02
11/26 05,34.20
11/26 06,47.12
11/26 07,47.12
11/26 08,46.44
11/26 09,44.10
11/26 10,46.27
11/26 11,58.37
11/26 12,42.36
11/26 13,16.70
11/26 14,2.15
11/26 15,0.00
11/26 16,0.00
11/26 17,0.00
11/26 18,0.00
11/26 19,0.00
11/26 20,0.00
11/26 21,0.00
11/26 22,0.00
11/26 23,0.00
11/27 00,0.00
11/27 01,0.00
11/27 02,4.09
11/27 03,16.62
11/27 04,32.00
11/27 05,49.55
11/27 06,61.03
11/27 07,69.24
11/27 08,74.33
11/27 09,65.93
11/27 10,56.78
11/27 11,44.00
11/27 12,27.27
11/27 13,11.97
11/27 14,1.97
11/27 15,0.00
11/27 16,0.00
11/27 17,0.00
11/27 18,0.00
11/27 19,0.00
11/27 20,0.00
11/27 21,0.00
11/27 22,0.00
11/27 23,0.00
11/28 00,0.00
11/28 01,0.00
11/28 02,4.09
11/28 03,17.32
11/28 04,36.10
11/28 05,52.89
11/28 06,65.71
11/28 07,73.25
11/28 08,74.58
11/28 09,70.50
11/28 10,60.90
11/28 11,47.30
11/28 12,30.60
11/28 13,12.72
11/28 14,1.93
11/28 15,0.00
11/28 16,0.00
11/28 17,0.00
11/28 18,0.00
11/28 19,0.00
11/28 20,0.00
11/28 21,0.00
11/28 22,0.00
11/28 23,0.00
11/29 00,0.00
11/29 01,0.00
11/29 02,4.18
11/29 03,18.61
11/29 04,37.66
11/29 05,55.15
11/29 06,67.87
11/29 07,68.21
11/29 08,61.55
11/29 09,55.52
11/29 10,47.70
11/29 11,33.34
11/29 12,17.26
11/29 13,5.45
11/29 14,0.00
11/29 15,0.00
11/29 16,0.00
11/29 17,0.00
11/29 18,0.00
11/29 19,0.00
11/29 20,0.00
11/29 21,0.00
11/29 22,0.00
11/29 23,0.00
11/30 00,0.00
11/30 01,0.00
11/30 02,4.15
11/30 03,15.39
11/30 04,30.56
11/30 05,44.81
11/30 06,54.11
11/30 07,58.54
11/30 08,63.49
11/30 09,64.26
11/30 10,56.27
11/30 11,46.45
11/30 12,32.08
11/30 13,13.78
11/30 14,2.49
11/30 15,0.00
11/30 16,0.00
11/30 17,0.00
11/30 18,0.00
11/30 19,0.00
11/30 20,0.00
11/30 21,0.00
11/30 22,0.00
11/30 23,0.00
12/01 00,0.00
12/01 01,0.00
12/01 02,4.20
12/01 03,16.74
12/01 04,32.15
12/01 05,41.21
12/01 06,50.85
12/01 07,61.55
12/01 08,60.87
12/01 09,50.73
12/01 10,39.16
12/01 11,26.96
12/01 12,13.02
12/01 13,3.15
12/01 14,0.00
12/01 15,0.00
12/01 16,0.00
12/01 17,0.00
12/01 18,0.00
12/01 19,0.00
12/01 20,0.00
12/01 21,0.00
12/01 22,0.00
12/01 23,0.00
12/02 00,0.00
12/02 01,0.00
12/02 02,5.42
12/02 03,21.77
12/02 04,43.90
12/02 05,63.16
12/02 06,75.92
12/02 07,82.49
12/02 08,83.71
12/02 09,80.05
12/02 10,71.18
12/02 11,56.10
12/02 12,35.40
12/02 13,13.43
12/02 14,1.45
12/02 15,0.00
12/02 16,0.00
12/02 17,0.00
12/02 18,0.00
12/02 19,0.00
12/02 20,0.00
12/02 21,0.00
12/02 22,0.00
12/02 23,0.00
12/03 00,0.00
12/03 01,0.00
12/03 02,3.60
12/03 03,12.43
12/03 04,22.40
12/03 05,36.72
12/03 06,47.43
12/03 07,48.75
12/03 08,46.73
12/03 09,41.43
12/03 10,39.60
12/03 11,37.89
12/03 12,28.48
12/03 13,13.09
12/03 14,2.06
12/03 15,0.00
12/03 16,0.00
12/03 17,0.00
12/03 18,0.00
12/03 19,0.00
12/03 20,0.00
12/03 21,0.00
12/03 22,0.00
12/03 23,0.00
12/04 00,0.00
12/04 01,0.00
12/04 02,1.86
12/04 03,5.73
12/04 04,9.02
12/04 05,13.36
12/04 06,17.47
12/04 07,21.75
12/04 08,24.77
12/04 09,23.06
12/04 10,18.78
12/04 11,12.76
12/04 12,7.41
12/04 13,2.60
12/04 14,0.00
12/04 15,0.00
12/04 16,0.00
12/04 17,0.00
12/04 18,0.00
12/04 19,0.00
12/04 20,0.00
12/04 21,0.00
12/04 22,0.00
12/04 23,0.00
12/05 00,0.00
12/05 01,0.00
12/05 02,3.78
12/05 03,11.99
12/05 04,11.35
12/05 05,5.91
12/05 06,11.25
12/05 07,35.21
12/05 08,64.57
12/05 09,78.43
12/05 10,69.90
12/05 11,46.92
12/05 12,20.44
12/05 13,4.37
12/05 14,1.96
12/05 15,0.00
12/05 16,0.00
12/05 17,0.00
12/05 18,0.00
12/05 19,0.00
12/05 20,0.00
12/05 21,0.00
12/05 22,0.00
12/05 23,0.00
12/06 00,0.00
12/06 01,0.00
12/06 02,0.55
12/06 03,2.05
12/06 04,3.91
12/06 05,12.84
12/06 06,28.67
12/06 07,46.38
12/06 08,41.04
12/06 09,39.49
12/06 10,59.39
12/06 11,56.65
12/06 12,37.23
12/06 13,14.83
12/06 14,1.93
12/06 15,0.00
12/06 16,0.00
12/06 17,0.00
12/06 18,0.00
12/06 19,0.00
12/06 20,0.00
12/06 21,0.00
12/06 22,0.00
12/06 23,0.00
12/07 00,0.00
12/07 01,0.00
12/07 02,4.10
12/07 03,18.94
12/07 04,38.53
12/07 05,52.68
12/07 06,52.88
12/07 07,49.22
12/07 08,29.69
12/07 09,10.47
12/07 10,12.72
12/07 11,22.05
12/07 12,22.43
12/07 13,8.75
12/07 14,2.68
12/07 15,0.00
12/07 16,0.00
12/07 17,0.00
12/07 18,0.00
12/07 19,0.00
12/07 20,0.00
12/07 21,0.00
12/07 22,0.00
12/07 23,0.00
12/08 00,0.00
12/08 01,0.00
12/08 02,2.65
12/08 03,10.10
12/08 04,19.02
12/08 05,27.44
12/08 06,32.45
12/08 07,36.75
12/08 08,31.57
12/08 09,19.43
12/08 10,22.78
12/08 11,31.51
12/08 12,27.44
12/08 13,13.00
12/08 14,2.52
12/08 15,0.00
12/08 16,0.00
12/08 17,0.00
12/08 18,0.00
12/08 19,0.00
12/08 20,0.00
12/08 21,0.00
12/08 22,0.00
12/08 23,0.00
12/09 00,0.00
12/09 01,0.00
12/09 02,4.21
12/09 03,18.12
12/09 04,36.77
12/09 05,52.75
12/09 06,65.75
12/09 07,72.94
12/09 08,73.25
12/09 09,69.83
12/09 10,61.56
12/09 11,47.32
12/09 12,29.53
12/09 13,12.05
12/09 14,1.90
12/09 15,0.00
12/09 16,0.00
12/09 17,0.00
12/09 18,0.00
12/09 19,0.00
12/09 20,0.00
12/09 21,0.00
12/09 22,0.00
12/09 23,0.00
12/10 00,0.00
12/10 01,0.00
12/10 02,3.78
12/10 03,16.09
12/10 04,33.37
12/10 05,47.93
12/10 06,54.38
12/10 07,56.75
12/10 08,66.10
12/10 09,66.43
12/10 10,53.22
12/10 11,37.38
12/10 12,20.48
12/10 13,9.17
12/10 14,2.17
12/10 15,0.00
12/10 16,0.00
12/10 17,0.00
12/10 18,0.00
12/10 19,0.00
12/10 20,0.00
12/10 21,0.00
12/10 22,0.00
12/10 23,0.00
12/11 00,0.00
12/11 01,0.00
12/11 02,4.20
12/11 03,18.68
12/11 04,39.32
12/11 05,57.20
12/11 06,69.31
12/11 07,75.28
12/11 08,76.05
12/11 09,72.75
12/11 10,64.65
12/11 11,51.06
12/11 12,32.24
12/11 13,12.53
12/11 14,1.65
12/11 15,0.00
12/11 16,0.00
12/11 17,0.00
12/11 18,0.00
12/11 19,0.00
12/11 20,0.00
12/11 21,0.00
12/11 22,0.00
12/11 23,0.00
12/12 00,0.00
12/12 01,0.00
12/12 02,3.93
12/12 03,19.53
12/12 04,42.40
12/12 05,61.50
12/12 06,74.10
12/12 07,80.42
12/12 08,81.55
12/12 09,78.06
12/12 10,69.28
12/12 11,54.47
12/12 12,34.15
12/12 13,12.84
12/12 14,1.43
12/12 15,0.00
12/12 16,0.00
12/12 17,0.00
12/12 18,0.00
12/12 19,0.00
12/12 20,0.00
12/12 21,0.00
12/12 22,0.00
12/12 23,0.00
12/13 00,0.00
12/13 01,0.00
12/13 02,4.29
12/13 03,17.70
12/13 04,34.54
12/13 05,49.16
12/13 06,60.60
12/13 07,67.37
12/13 08,70.99
12/13 09,70.43
12/13 10,59.27
12/13 11,43.43
12/13 12,27.21
12/13 13,11.18
12/13 14,2.48
12/13 15,0.00
12/13 16,0.00
12/13 17,0.00
12/13 18,0.00
12/13 19,0.00
12/13 20,0.00
12/13 21,0.00
12/13 22,0.00
12/13 23,0.00
12/14 00,0.00
12/14 01,0.00
12/14 02,1.62
12/14 03,5.17
12/14 04,15.30
12/14 05,32.65
12/14 06,40.54
12/14 07,41.33
12/14 08,36.00
12/14 09,34.40
12/14 10,41.31
12/14 11,40.43
12/14 12,31.51
12/14 13,13.58
12/14 14,1.56
12/14 15,0.00
12/14 16,0.00
12/14 17,0.00
12/14 18,0.00
12/14 19,0.00
12/14 20,0.00
12/14 21,0.00
12/14 22,0.00
12/14 23,0.00
12/15 00,0.00
12/15 01,0.00
12/15 02,4.58
12/15 03,18.07
12/15 04,27.28
12/15 05,28.13
12/15 06,36.31
12/15 07,41.20
12/15 08,41.40
12/15 09,40.24
12/15 10,31.12
12/15 11,16.34
12/15 12,4.15
12/15 13,3.10
12/15 14,2.01
12/15 15,0.00
12/15 16,0.00
12/15 17,0.00
12/15 18,0.00
12/15 19,0.00
12/15 20,0.00
12/15 21,0.00
12/15 22,0.00
12/15 23,0.00
12/16 00,0.00
12/16 01,0.00
12/16 02,2.23
12/16 03,9.33
12/16 04,18.76
12/16 05,23.84
12/16 06,24.88
12/16 07,22.41
