Timestamp,Production (kW),Load kW,Load kVA
11/20 09,51.05,302.1,324.5
11/20 10,38.96,307.7,330.6
11/20 11,25.74,314.9,338.2
11/20 12,14.38,345.1,370.7
11/20 13,4.64,335.9,360.8
11/20 14,0.0,321.3,345.1
11/20 15,0.0,321.3,345.2
11/20 16,0.0,306.4,361.6
11/20 17,0.0,288.7,310.1
11/20 18,0.0,324.5,396.1
11/20 19,0.0,359.5,386.2
11/20 20,0.0,317.9,388.0
11/20 21,0.0,299.8,322.0
11/20 22,0.0,289.9,314.6
11/20 23,0.0,266.7,286.4
11/21 00,0.0,259.7,278.9
11/21 01,0.0,254.3,273.1
11/21 02,4.97,256.8,275.8
11/21 03,22.58,249.7,268.2
11/21 04,47.56,248.2,266.6
11/21 05,68.96,247.7,266.1
11/21 06,79.85,297.6,319.7
11/21 07,61.89,298.7,320.8
11/21 08,40.95,278.5,299.1
11/21 09,39.02,295.5,317.4
11/21 10,31.33,304.3,326.8
11/21 11,21.2,316.4,339.8
11/21 12,13.56,348.3,374.1
11/21 13,6.3,325.2,349.3
11/21 14,1.57,304.1,326.7
11/21 15,0.0,293.5,331.8
11/21 16,0.0,287.3,308.6
11/21 17,0.0,285.7,306.8
11/21 18,0.0,336.6,392.9
11/21 19,0.0,376.1,404.0
11/21 20,0.0,326.8,385.7
11/21 21,0.0,304.3,326.8
11/21 22,0.0,289.8,311.3
11/21 23,0.0,265.5,285.1
11/22 00,0.0,262.8,282.3
11/22 01,0.0,252.3,271.0
11/22 02,4.88,256.9,275.9
11/22 03,20.67,253.2,271.9
11/22 04,42.32,253.3,272.1
11/22 05,60.88,253.6,272.4
11/22 06,73.35,289.1,310.5
11/22 07,80.23,294.5,316.4
11/22 08,81.92,278.7,299.4
11/22 09,78.23,311.4,334.5
11/22 10,69.42,292.4,314.0
11/22 11,55.1,296.5,318.5
11/22 12,35.23,331.5,356.0
11/22 13,13.74,306.7,329.4
11/22 14,1.67,292.9,314.6
11/22 15,0.0,281.5,314.9
11/22 16,0.0,279.5,300.2
11/22 17,0.0,278.9,308.9
11/22 18,0.0,309.1,332.1
11/22 19,0.0,363.2,390.2
11/22 20,0.0,322.7,376.7
11/22 21,0.0,297.9,340.4
11/22 22,0.0,283.1,357.8
11/22 23,0.0,267.5,287.3
11/23 00,0.0,258.3,277.5
11/23 01,0.0,237.3,254.9
11/23 02,4.18,234.4,251.8
11/23 03,20.07,234.1,251.4
11/23 04,42.79,237.1,254.6
11/23 05,61.73,224.8,241.5
11/23 06,74.47,233.0,250.3
11/23 07,81.57,239.7,257.4
11/23 08,83.34,247.5,265.9
11/23 09,79.56,267.0,286.7
11/23 10,70.52,261.0,280.3
11/23 11,55.87,272.9,293.1
11/23 12,35.64,298.8,321.0
11/23 13,13.77,292.4,314.1
11/23 14,1.64,275.0,295.4
11/23 15,0.0,270.5,330.2
11/23 16,0.0,256.9,275.9
11/23 17,0.0,261.9,327.2
11/23 18,0.0,307.9,389.1
11/23 19,0.0,346.9,372.6
11/23 20,0.0,311.0,340.9
11/23 21,0.0,293.9,315.7
11/23 22,0.0,277.7,298.3
11/23 23,0.0,255.5,295.1
11/24 00,0.0,246.0,264.3
11/24 01,0.0,238.1,255.8
11/24 02,2.88,233.8,251.1
11/24 03,7.42,237.4,254.9
11/24 04,17.73,240.1,257.9
11/24 05,29.03,242.2,260.2
11/24 06,33.83,287.8,309.2
11/24 07,42.77,294.8,316.7
11/24 08,53.86,277.9,298.5
11/24 09,51.22,303.0,325.5
11/24 10,31.01,291.0,312.6
11/24 11,21.47,297.0,319.0
11/24 12,20.97,320.9,344.7
11/24 13,8.43,315.1,338.5
11/24 14,0.0,293.3,315.1
11/24 15,0.0,281.2,302.0
11/24 16,0.0,269.1,340.0
11/24 17,0.0,271.2,291.3
11/24 18,0.0,296.5,318.4
11/24 19,0.0,351.7,393.5
11/24 20,0.0,325.2,349.3
11/24 21,0.0,305.9,373.4
11/24 22,0.0,276.4,315.8
11/24 23,0.0,258.6,319.3
11/25 00,0.0,254.6,273.5
11/25 01,0.0,245.7,263.9
11/25 02,1.82,250.2,268.8
11/25 03,7.68,241.3,259.2
11/25 04,11.75,238.1,255.8
11/25 05,20.1,243.0,261.0
11/25 06,18.4,282.2,303.1
11/25 07,29.4,290.6,312.2
11/25 08,49.14,284.7,305.8
11/25 09,51.78,292.4,314.0
11/25 10,51.33,294.4,316.2
11/25 11,33.71,308.2,331.0
11/25 12,17.52,330.4,354.9
11/25 13,8.47,309.3,332.2
11/25 14,2.0,289.7,311.2
11/25 15,0.0,288.6,310.0
11/25 16,0.0,284.6,305.7
11/25 17,0.0,277.7,298.3
11/25 18,0.0,304.3,326.9
11/25 19,0.0,339.8,414.7
11/25 20,0.0,291.5,322.8
11/25 21,0.0,280.4,301.1
11/25 22,0.0,264.7,312.5
11/25 23,0.0,247.8,266.2
11/26 00,0.0,237.1,254.7
11/26 01,0.0,232.9,250.2
11/26 02,3.27,237.8,255.4
11/26 03,12.07,238.1,255.7
11/26 04,24.02,238.1,255.7
11/26 05,34.2,233.2,250.5
11/26 06,47.12,295.0,316.8
11/26 07,47.12,293.3,315.1
11/26 08,46.44,277.5,298.1
11/26 09,44.1,273.2,293.4
11/26 10,46.27,300.4,322.6
11/26 11,58.37,321.5,345.4
11/26 12,42.36,330.2,354.6
11/26 13,16.7,305.0,327.6
11/26 14,2.15,296.0,317.9
11/26 15,0.0,283.5,317.1
11/26 16,0.0,273.3,293.6
11/26 17,0.0,268.3,288.2
11/26 18,0.0,286.1,310.4
11/26 19,0.0,346.4,372.0
11/26 20,0.0,321.3,345.1
11/26 21,0.0,297.3,332.6
11/26 22,0.0,265.7,291.2
11/26 23,0.0,250.6,269.2
11/27 00,0.0,234.0,251.3
11/27 01,0.0,233.2,250.5
11/27 02,4.09,235.3,252.7
11/27 03,16.62,232.7,249.9
11/27 04,32.0,234.8,252.2
11/27 05,49.55,236.7,254.2
11/27 06,61.03,279.4,300.1
11/27 07,69.24,279.1,299.8
11/27 08,74.33,283.9,305.0
11/27 09,65.93,282.2,303.1
11/27 10,56.78,281.3,302.1
11/27 11,44.0,292.5,314.1
11/27 12,27.27,307.8,330.6
11/27 13,11.97,292.7,314.4
11/27 14,1.97,272.8,293.0
11/27 15,0.0,276.0,329.4
11/27 16,0.0,269.3,298.2
11/27 17,0.0,258.4,326.6
11/27 18,0.0,281.7,302.6
11/27 19,0.0,328.9,410.7
11/27 20,0.0,308.9,331.8
11/27 21,0.0,282.5,303.5
11/27 22,0.0,263.2,304.0
11/27 23,0.0,251.1,303.1
11/28 00,0.0,241.5,259.4
11/28 01,0.0,237.0,254.6
11/28 02,4.09,231.5,248.7
11/28 03,17.32,233.5,250.8
11/28 04,36.1,233.4,250.7
11/28 05,52.89,227.3,244.1
11/28 06,65.71,274.5,294.8
11/28 07,73.25,261.5,280.9
11/28 08,74.58,256.6,275.6
11/28 09,70.5,270.9,291.0
11/28 10,60.9,292.4,314.1
11/28 11,47.3,303.4,325.9
11/28 12,30.6,327.4,351.7
11/28 13,12.72,301.2,323.5
11/28 14,1.93,286.0,307.2
11/28 15,0.0,275.3,336.0
11/28 16,0.0,283.8,338.7
11/28 17,0.0,285.7,344.8
11/28 18,0.0,306.8,329.6
11/28 19,0.0,349.1,421.3
11/28 20,0.0,316.1,361.1
11/28 21,0.0,279.0,333.0
11/28 22,0.0,271.6,320.6
11/28 23,0.0,256.0,275.0
11/29 00,0.0,245.6,263.8
11/29 01,0.0,237.8,255.4
11/29 02,4.18,242.0,260.0
11/29 03,18.61,243.3,261.3
11/29 04,37.66,244.2,262.3
11/29 05,55.15,233.9,251.3
11/29 06,67.87,266.2,285.9
11/29 07,68.21,267.7,287.5
11/29 08,61.55,235.9,253.4
11/29 09,55.52,257.1,276.2
11/29 10,47.7,271.8,291.9
11/29 11,33.34,281.4,302.2
11/29 12,17.26,302.0,324.4
11/29 13,5.45,279.8,300.5
11/29 14,0.0,274.5,294.9
11/29 15,0.0,265.3,285.0
11/29 16,0.0,261.7,323.1
11/29 17,0.0,262.9,282.4
11/29 18,0.0,286.7,308.0
11/29 19,0.0,325.7,397.6
11/29 20,0.0,293.8,325.3
11/29 21,0.0,276.4,299.8
11/29 22,0.0,263.2,325.0
11/29 23,0.0,243.1,261.1
11/30 00,0.0,237.4,254.9
11/30 01,0.0,227.3,244.2
11/30 02,4.15,225.3,242.0
11/30 03,15.39,225.2,241.9
11/30 04,30.56,224.2,240.8
11/30 05,44.81,215.8,231.7
11/30 06,54.11,232.4,249.6
11/30 07,58.54,238.7,256.4
11/30 08,63.49,250.8,269.4
11/30 09,64.26,263.6,283.2
11/30 10,56.27,271.3,291.5
11/30 11,46.45,279.8,300.5
11/30 12,32.08,301.4,323.7
11/30 13,13.78,287.3,308.6
11/30 14,2.49,274.7,295.0
11/30 15,0.0,272.8,296.0
11/30 16,0.0,270.6,312.5
11/30 17,0.0,266.1,285.9
11/30 18,0.0,293.9,315.7
11/30 19,0.0,340.7,381.1
11/30 20,0.0,311.5,334.6
11/30 21,0.0,280.9,339.1
11/30 22,0.0,271.7,313.8
11/30 23,0.0,258.9,289.7
12/01 00,0.0,249.1,267.6
12/01 01,0.0,248.3,266.7
12/01 02,4.2,248.1,266.5
12/01 03,16.74,242.3,260.2
12/01 04,32.15,244.7,262.9
12/01 05,41.21,246.3,264.6
12/01 06,50.85,285.8,306.9
12/01 07,61.55,287.4,308.7
12/01 08,60.87,286.7,307.9
12/01 09,50.73,292.6,314.3
12/01 10,39.16,298.6,320.8
12/01 11,26.96,306.4,329.1
12/01 12,13.02,334.5,359.3
12/01 13,3.15,325.0,349.1
12/01 14,0.0,316.9,340.4
12/01 15,0.0,307.3,330.1
12/01 16,0.0,293.7,350.6
12/01 17,0.0,285.2,336.6
12/01 18,0.0,314.0,337.3
12/01 19,0.0,329.2,368.4
12/01 20,0.0,299.3,321.5
12/01 21,0.0,273.5,293.7
12/01 22,0.0,259.2,278.5
12/01 23,0.0,243.1,280.8
12/02 00,0.0,236.8,254.3
12/02 01,0.0,227.3,244.2
12/02 02,5.42,224.9,241.6
12/02 03,21.77,232.5,249.7
12/02 04,43.9,229.8,246.8
12/02 05,63.16,224.1,240.7
12/02 06,75.92,268.0,287.9
12/02 07,82.49,284.9,306.0
12/02 08,83.71,258.2,277.3
12/02 09,80.05,265.0,284.6
12/02 10,71.18,269.8,289.8
12/02 11,56.1,283.3,304.3
12/02 12,35.4,298.0,320.1
12/02 13,13.43,284.0,305.1
12/02 14,1.45,263.6,283.1
12/02 15,0.0,271.1,291.2
12/02 16,0.0,265.6,285.3
12/02 17,0.0,258.0,322.3
12/02 18,0.0,287.5,308.8
12/02 19,0.0,319.3,346.5
12/02 20,0.0,287.2,314.7
12/02 21,0.0,261.5,295.6
12/02 22,0.0,246.5,273.0
12/02 23,0.0,233.2,250.5
12/03 00,0.0,228.0,244.9
12/03 01,0.0,222.1,238.6
12/03 02,3.6,225.3,242.0
12/03 03,12.43,221.3,237.7
12/03 04,22.4,230.1,247.2
12/03 05,36.72,230.1,247.2
12/03 06,47.43,265.2,284.9
12/03 07,48.75,263.0,282.5
12/03 08,46.73,283.3,304.3
12/03 09,41.43,278.7,299.4
12/03 10,39.6,276.3,296.8
12/03 11,37.89,308.8,331.7
12/03 12,28.48,331.5,356.1
12/03 13,13.09,307.1,329.9
12/03 14,2.06,289.6,311.1
12/03 15,0.0,286.3,307.5
12/03 16,0.0,273.1,293.3
12/03 17,0.0,269.2,289.1
12/03 18,0.0,306.5,329.2
12/03 19,0.0,342.7,368.1
12/03 20,0.0,310.2,343.5
12/03 21,0.0,289.1,310.5
12/03 22,0.0,269.2,289.1
12/03 23,0.0,257.6,300.8
12/04 00,0.0,244.8,262.9
12/04 01,0.0,238.5,256.1
12/04 02,1.86,237.6,255.2
12/04 03,5.73,240.4,258.2
12/04 04,9.02,239.1,256.8
12/04 05,13.36,242.5,260.5
12/04 06,17.47,283.1,304.1
12/04 07,21.75,275.3,295.7
12/04 08,24.77,289.2,310.6
12/04 09,23.06,289.5,311.0
12/04 10,18.78,286.5,307.8
12/04 11,12.76,298.1,320.2
12/04 12,7.41,328.5,352.9
12/04 13,2.6,312.9,336.0
12/04 14,0.0,292.7,314.4
12/04 15,0.0,300.1,322.3
12/04 16,0.0,293.0,314.8
12/04 17,0.0,284.7,305.8
12/04 18,0.0,312.2,389.9
12/04 19,0.0,360.2,390.8
12/04 20,0.0,333.0,420.8
12/04 21,0.0,295.3,317.2
12/04 22,0.0,283.5,304.5
12/04 23,0.0,266.5,286.2
12/05 00,0.0,253.5,272.3
12/05 01,0.0,250.3,268.8
12/05 02,3.78,254.3,273.2
12/05 03,11.99,250.9,269.5
12/05 04,11.35,251.2,269.8
12/05 05,5.91,261.2,280.5
12/05 06,11.25,289.3,310.8
12/05 07,35.21,285.3,306.5
12/05 08,64.57,281.9,302.8
12/05 09,78.43,293.6,315.4
12/05 10,69.9,304.9,327.5
12/05 11,46.92,307.6,330.4
12/05 12,20.44,327.8,352.1
12/05 13,4.37,315.7,339.1
12/05 14,1.96,293.9,315.6
12/05 15,0.0,294.2,351.2
12/05 16,0.0,298.2,320.3
12/05 17,0.0,308.6,331.4
12/05 18,0.0,326.8,403.4
12/05 19,0.0,345.8,371.4
12/05 20,0.0,318.4,342.0
12/05 21,0.0,292.6,365.5
12/05 22,0.0,290.6,350.7
12/05 23,0.0,275.5,296.0
12/06 00,0.0,248.5,267.0
12/06 01,0.0,239.4,257.2
12/06 02,0.55,248.3,266.7
12/06 03,2.05,252.7,271.4
12/06 04,3.91,246.6,264.9
12/06 05,12.84,250.1,268.6
12/06 06,28.67,282.0,302.9
12/06 07,46.38,280.2,300.9
12/06 08,41.04,266.8,286.6
12/06 09,39.49,284.5,305.6
12/06 10,59.39,288.1,309.5
12/06 11,56.65,282.9,303.8
12/06 12,37.23,306.4,329.1
12/06 13,14.83,286.3,307.5
12/06 14,1.93,280.4,301.2
12/06 15,0.0,282.9,303.9
12/06 16,0.0,279.9,300.7
12/06 17,0.0,263.7,314.7
12/06 18,0.0,297.1,335.9
12/06 19,0.0,351.0,419.0
12/06 20,0.0,328.0,352.3
12/06 21,0.0,294.0,315.8
12/06 22,0.0,276.9,297.5
12/06 23,0.0,263.2,294.5
12/07 00,0.0,258.3,277.5
12/07 01,0.0,245.8,264.0
12/07 02,4.1,242.8,260.8
12/07 03,18.94,239.8,257.6
12/07 04,38.53,235.0,252.4
12/07 05,52.68,227.9,244.8
12/07 06,52.88,237.9,255.5
12/07 07,49.22,242.8,260.8
12/07 08,29.69,258.6,277.8
12/07 09,10.47,265.7,285.4
12/07 10,12.72,272.8,293.0
12/07 11,22.05,285.6,306.7
12/07 12,22.43,312.4,335.5
12/07 13,8.75,301.1,323.4
12/07 14,2.68,300.4,322.6
12/07 15,0.0,291.7,313.3
12/07 16,0.0,289.3,310.7
12/07 17,0.0,281.2,335.6
12/07 18,0.0,308.0,359.6
12/07 19,0.0,361.1,395.8
12/07 20,0.0,329.6,372.6
12/07 21,0.0,297.0,319.1
12/07 22,0.0,285.1,340.2
12/07 23,0.0,271.9,292.0
12/08 00,0.0,261.9,281.4
12/08 01,0.0,256.4,275.4
12/08 02,2.65,259.7,279.0
12/08 03,10.1,259.5,278.8
12/08 04,19.02,250.3,268.8
12/08 05,27.44,259.5,278.8
12/08 06,32.45,285.9,307.1
12/08 07,36.75,285.4,306.6
12/08 08,31.57,286.4,307.6
12/08 09,19.43,294.6,316.4
12/08 10,22.78,271.8,292.0
12/08 11,31.51,293.9,315.7
12/08 12,27.44,334.5,359.3
12/08 13,13.0,325.5,349.6
12/08 14,2.52,308.7,331.6
12/08 15,0.0,301.5,340.9
12/08 16,0.0,290.9,332.4
12/08 17,0.0,280.6,342.5
12/08 18,0.0,311.7,393.9
12/08 19,0.0,352.6,440.4
12/08 20,0.0,315.1,364.0
12/08 21,0.0,295.9,317.8
12/08 22,0.0,279.5,300.3
12/08 23,0.0,265.7,306.8
12/09 00,0.0,254.6,273.5
12/09 01,0.0,248.6,267.0
12/09 02,4.21,250.5,269.1
12/09 03,18.12,243.6,261.7
12/09 04,36.77,247.4,265.7
12/09 05,52.75,241.4,259.3
12/09 06,65.75,279.8,300.5
12/09 07,72.94,279.9,300.6
12/09 08,73.25,273.4,293.7
12/09 09,69.83,295.9,317.8
12/09 10,61.56,297.2,319.2
12/09 11,47.32,305.3,327.9
12/09 12,29.53,331.3,355.8
12/09 13,12.05,316.7,340.2
12/09 14,1.9,304.3,326.9
12/09 15,0.0,307.8,348.0
12/09 16,0.0,300.7,354.9
12/09 17,0.0,294.2,347.3
12/09 18,0.0,321.2,345.0
12/09 19,0.0,354.0,380.2
12/09 20,0.0,315.1,338.5
12/09 21,0.0,307.8,330.6
12/09 22,0.0,298.0,320.1
12/09 23,0.0,269.0,328.3
12/10 00,0.0,262.0,281.4
12/10 01,0.0,255.1,274.0
12/10 02,3.78,256.3,275.3
12/10 03,16.09,263.0,282.5
12/10 04,33.37,261.1,280.4
12/10 05,47.93,263.4,282.9
12/10 06,54.38,300.5,322.8
12/10 07,56.75,298.8,320.9
12/10 08,66.1,296.5,318.5
12/10 09,66.43,316.0,339.4
12/10 10,53.22,310.2,333.2
12/10 11,37.38,322.7,346.6
12/10 12,20.48,341.1,366.4
12/10 13,9.17,315.6,339.0
12/10 14,2.17,301.0,323.3
12/10 15,0.0,300.1,358.2
12/10 16,0.0,271.2,291.3
12/10 17,0.0,262.3,281.7
12/10 18,0.0,286.6,327.5
12/10 19,0.0,327.3,351.5
12/10 20,0.0,300.7,343.6
12/10 21,0.0,289.0,348.8
12/10 22,0.0,271.6,291.7
12/10 23,0.0,247.1,270.8
12/11 00,0.0,238.7,256.3
12/11 01,0.0,230.4,247.5
12/11 02,4.2,227.6,244.4
12/11 03,18.68,224.6,241.2
12/11 04,39.32,235.7,253.2
12/11 05,57.2,230.9,248.0
12/11 06,69.31,269.6,289.6
12/11 07,75.28,268.9,288.8
12/11 08,76.05,272.2,292.4
12/11 09,72.75,277.6,298.2
12/11 10,64.65,302.0,324.3
12/11 11,51.06,315.9,339.3
12/11 12,32.24,348.8,374.6
12/11 13,12.53,315.4,338.8
12/11 14,1.65,307.1,329.9
12/11 15,0.0,305.2,356.3
12/11 16,0.0,291.1,312.7
12/11 17,0.0,282.0,302.9
12/11 18,0.0,288.7,326.4
12/11 19,0.0,332.1,356.7
12/11 20,0.0,301.0,351.4
12/11 21,0.0,293.5,335.4
12/11 22,0.0,268.7,291.5
12/11 23,0.0,257.6,321.8
12/12 00,0.0,246.2,264.5
12/12 01,0.0,242.7,260.7
12/12 02,3.93,238.2,255.8
12/12 03,19.53,233.6,250.9
12/12 04,42.4,245.1,263.3
12/12 05,61.5,243.4,261.5
12/12 06,74.1,266.4,286.2
12/12 07,80.42,282.4,303.4
12/12 08,81.55,288.6,310.0
12/12 09,78.06,295.3,317.2
12/12 10,69.28,281.9,302.8
12/12 11,54.47,294.7,316.6
12/12 12,34.15,322.6,346.5
12/12 13,12.84,312.2,335.3
12/12 14,1.43,294.2,316.0
12/12 15,0.0,277.9,343.2
12/12 16,0.0,277.0,297.5
12/12 17,0.0,278.3,298.9
12/12 18,0.0,300.2,322.5
12/12 19,0.0,344.5,425.4
12/12 20,0.0,310.3,343.6
12/12 21,0.0,298.6,320.7
12/12 22,0.0,275.3,295.7
12/12 23,0.0,261.7,281.1
12/13 00,0.0,255.0,273.9
12/13 01,0.0,248.5,266.9
12/13 02,4.29,246.5,264.8
12/13 03,17.7,238.2,255.9
12/13 04,34.54,246.8,265.1
12/13 05,49.16,240.3,258.1
12/13 06,60.6,266.3,286.0
12/13 07,67.37,244.9,263.1
12/13 08,70.99,245.2,263.4
12/13 09,70.43,207.7,223.1
12/13 10,59.27,199.8,214.6
12/13 11,43.43,255.8,274.7
12/13 12,27.21,266.7,286.4
12/13 13,11.18,263.1,282.6
12/13 14,2.48,248.8,267.2
12/13 15,0.0,251.4,270.0
12/13 16,0.0,254.6,273.4
12/13 17,0.0,265.2,284.8
12/13 18,0.0,279.4,337.1
12/13 19,0.0,335.9,396.5
12/13 20,0.0,315.9,339.3
12/13 21,0.0,296.5,318.4
12/13 22,0.0,268.1,296.9
12/13 23,0.0,256.0,275.0
12/14 00,0.0,250.0,268.6
12/14 01,0.0,242.9,260.9
12/14 02,1.62,235.7,253.1
12/14 03,5.17,236.3,253.8
12/14 04,15.3,233.1,250.4
12/14 05,32.65,224.7,241.3
12/14 06,40.54,234.8,252.2
12/14 07,41.33,232.3,249.5
12/14 08,36.0,254.9,273.8
12/14 09,34.4,254.8,273.7
12/14 10,41.31,250.1,268.6
12/14 11,40.43,245.3,263.5
12/14 12,31.51,263.6,283.2
12/14 13,13.58,250.9,269.5
12/14 14,1.56,252.9,271.7
12/14 15,0.0,252.4,285.3
12/14 16,0.0,261.2,292.3
12/14 17,0.0,264.8,334.6
12/14 18,0.0,276.9,297.5
12/14 19,0.0,318.7,342.3
12/14 20,0.0,291.6,355.9
12/14 21,0.0,279.8,333.9
12/14 22,0.0,266.8,304.9
12/14 23,0.0,250.6,269.2
12/15 00,0.0,245.9,264.1
12/15 01,0.0,238.2,255.9
12/15 02,4.58,242.0,259.9
12/15 03,18.07,242.3,260.3
12/15 04,27.28,241.5,259.4
12/15 05,28.13,234.2,251.6
12/15 06,36.31,267.3,287.1
12/15 07,41.2,248.8,267.2
12/15 08,41.4,245.6,263.8
12/15 09,40.24,265.4,285.1
12/15 10,31.12,270.1,290.2
12/15 11,16.34,265.6,285.3
12/15 12,4.15,266.6,286.3
12/15 13,3.1,251.2,269.8
12/15 14,2.01,248.9,267.3
12/15 15,0.0,251.6,290.5
12/15 16,0.0,252.8,277.1
12/15 17,0.0,258.7,326.9
12/15 18,0.0,277.2,297.8
12/15 19,0.0,313.5,336.7
12/15 20,0.0,288.0,309.3
12/15 21,0.0,280.1,300.9
12/15 22,0.0,266.7,286.5
12/15 23,0.0,253.7,272.6
12/16 00,0.0,242.7,260.7
12/16 01,0.0,238.4,256.1
12/16 02,2.23,235.3,252.7
12/16 03,9.33,236.0,253.5
12/16 04,18.76,245.6,263.8
12/16 05,23.84,242.9,260.9
12/16 06,24.88,267.5,287.3
12/16 07,22.41,248.8,267.3
12/16 08,20.64,243.8,261.9
12/16 09,21.13,255.1,274.1
12/16 10,16.43,249.4,267.9
12/16 11,13.95,251.7,270.4
12/16 12,12.32,260.7,280.0
12/16 13,6.21,246.0,264.2
12/16 14,1.58,248.0,266.3
12/16 15,0.0,249.1,300.6
12/16 16,0.0,265.4,285.1
12/16 17,0.0,260.6,314.6
12/16 18,0.0,290.5,350.6
12/16 19,0.0,323.2,357.9
12/16 20,0.0,303.9,326.4
12/16 21,0.0,275.3,321.4
12/16 22,0.0,269.1,317.7
12/16 23,0.0,257.9,288.6
12/17 00,0.0,247.7,266.1
12/17 01,0.0,241.3,259.2
12/17 02,3.61,241.5,259.3
12/17 03,13.12,247.0,265.3
12/17 04,23.83,243.6,261.7
12/17 05,33.52,240.6,258.5
12/17 06,38.07,271.6,291.8
12/17 07,41.35,247.8,266.2
12/17 08,45.27,240.8,258.7
12/17 09,40.52,244.5,262.6
12/17 10,30.25,258.0,277.1
12/17 11,21.4,284.6,305.6
12/17 12,14.26,292.7,314.4
12/17 13,5.32,279.1,299.8
12/17 14,0.0,282.3,303.2
12/17 15,0.0,270.4,299.4
12/17 16,0.0,258.6,308.6
12/17 17,0.0,259.7,279.0
12/17 18,0.0,287.6,312.0
12/17 19,0.0,315.7,339.1
12/17 20,0.0,292.5,349.1
12/17 21,0.0,284.8,318.7
12/17 22,0.0,271.6,291.7
12/17 23,0.0,254.1,273.0
12/18 00,0.0,250.3,268.9
12/18 01,0.63,244.7,262.9
12/18 02,4.81,244.5,262.6
12/18 03,9.43,234.0,251.3
12/18 04,23.01,250.6,269.2
12/18 05,49.83,244.3,262.5
12/18 06,57.93,273.8,294.1
12/18 07,56.49,253.8,272.6
12/18 08,51.32,248.4,266.8
12/18 09,44.3,253.2,272.0
12/18 10,32.6,261.1,280.4
12/18 11,10.36,273.3,293.5
12/18 12,3.15,294.5,316.3
12/18 13,1.28,274.9,295.3
12/18 14,0.0,268.2,288.1
12/18 15,0.0,267.9,287.7
12/18 16,0.0,273.2,333.5
12/18 17,0.0,264.2,295.6
12/18 18,0.0,285.1,306.3
12/18 19,0.0,317.3,374.5
12/18 20,0.0,292.3,314.0
12/18 21,0.0,278.2,298.9
12/18 22,0.0,267.7,287.6
12/18 23,0.0,254.6,273.4
12/19 00,0.0,246.0,264.2
12/19 01,0.38,240.8,258.7
12/19 02,4.8,237.1,254.7
12/19 03,16.7,241.1,259.0
12/19 04,31.42,240.3,258.1
12/19 05,43.12,234.2,251.6
12/19 06,55.07,265.1,284.7
12/19 07,66.98,243.5,261.5
12/19 08,62.58,247.7,266.1
12/19 09,52.42,255.8,274.7
12/19 10,51.23,259.2,278.4
12/19 11,39.77,267.6,287.4
12/19 12,28.6,300.0,322.2
12/19 13,16.41,270.8,290.9
12/19 14,1.86,259.5,278.7
12/19 15,0.0,252.2,270.9
12/19 16,0.0,250.6,292.6
12/19 17,0.0,257.5,297.4
12/19 18,0.0,268.9,300.8
12/19 19,0.0,290.9,347.2
12/19 20,0.0,266.9,286.7
12/19 21,0.0,263.6,286.0
12/19 22,0.0,256.7,275.7
12/19 23,0.0,241.2,294.4
12/20 00,0.0,230.7,247.8
12/20 01,0.55,229.1,246.1
12/20 02,3.96,222.8,239.4
12/20 03,18.35,226.5,243.3
12/20 04,41.07,228.1,245.0
12/20 05,60.01,232.6,249.9
12/20 06,72.52,260.9,280.2
12/20 07,78.95,228.9,245.9
12/20 08,80.25,232.0,249.2
12/20 09,76.81,241.8,259.7
12/20 10,68.22,251.1,269.7
12/20 11,53.77,260.4,279.7
12/20 12,33.73,278.5,299.2
12/20 13,12.67,261.5,280.9
12/20 14,1.38,251.2,269.8
12/20 15,0.0,251.1,269.8
12/20 16,0.0,251.3,270.0
12/20 17,0.0,248.0,266.4
12/20 18,0.0,260.9,314.9
12/20 19,0.0,296.3,353.6
12/20 20,0.0,271.5,335.2
12/20 21,0.0,268.2,288.1
12/20 22,0.0,254.6,273.5
12/20 23,0.0,246.3,264.6
12/21 00,0.0,241.2,259.1
12/21 01,0.55,239.3,257.0
12/21 02,4.05,227.1,244.0
12/21 03,17.87,226.8,243.6
12/21 04,39.32,221.0,237.4
12/21 05,57.28,214.1,230.0
12/21 06,69.5,229.6,246.6
12/21 07,76.0,218.4,234.6
12/21 08,77.3,228.2,245.1
12/21 09,73.75,240.4,258.2
12/21 10,65.0,233.8,251.2
12/21 11,50.9,241.7,259.6
12/21 12,32.05,264.5,284.1
12/21 13,12.55,247.5,265.8
12/21 14,1.75,236.4,253.9
12/21 15,0.0,237.9,255.5
12/21 16,0.0,238.2,255.8
12/21 17,0.0,245.4,289.7
12/21 18,0.0,258.8,315.8
12/21 19,0.0,298.6,320.7
12/21 20,0.0,276.0,296.5
12/21 21,0.0,268.8,335.7
12/21 22,0.0,255.9,289.4
12/21 23,0.0,246.8,265.1
12/22 00,0.0,238.0,255.7
12/22 01,0.63,232.4,249.6
12/22 02,4.48,232.0,249.2
12/22 03,19.01,233.9,251.2
12/22 04,39.45,236.7,254.3
12/22 05,55.88,237.8,255.4
12/22 06,67.09,267.6,287.5
12/22 07,54.95,246.0,264.3
12/22 08,38.7,245.9,264.1
12/22 09,45.25,245.3,263.4
12/22 10,47.54,257.6,276.7
12/22 11,39.23,268.6,288.5
12/22 12,27.2,287.2,308.5
12/22 13,12.35,264.6,284.2
12/22 14,2.8,258.9,278.1
12/22 15,0.0,252.6,285.7
12/22 16,0.0,244.4,262.5
