Timestamp,Production (kW),Load kW,Load kVA
02/01 21,0.0,315.8,357.0
02/01 22,0.0,301.3,347.9
02/01 23,0.0,296.7,339.0
02/02 00,0.0,288.8,310.2
02/02 01,0.0,274.8,295.2
02/02 02,0.0,271.6,291.7
02/02 03,0.0,271.8,292.0
02/02 04,0.0,274.5,294.8
02/02 05,1.5,270.3,290.3
02/02 06,10.76,258.3,277.5
02/02 07,29.68,238.3,255.9
02/02 08,50.02,262.1,281.6
02/02 09,65.23,257.1,276.2
02/02 10,74.45,253.4,272.2
02/02 11,78.5,250.8,269.3
02/02 12,77.7,267.6,287.4
02/02 13,71.77,260.0,279.3
02/02 14,60.32,253.1,271.8
02/02 15,43.27,252.1,270.8
02/02 16,22.14,251.2,284.0
02/02 17,6.4,264.7,319.5
02/02 18,0.94,269.4,318.0
02/02 19,0.0,298.4,368.3
02/02 20,0.0,283.9,308.1
02/02 21,0.0,269.8,289.8
02/02 22,0.0,254.0,272.8
02/02 23,0.0,239.2,256.9
02/03 00,0.0,227.3,244.2
02/03 01,0.0,219.6,235.8
02/03 02,0.0,217.8,233.9
02/03 03,0.0,217.1,233.2
02/03 04,0.0,215.6,231.6
02/03 05,0.55,220.9,237.3
02/03 06,4.02,282.4,303.3
02/03 07,6.77,266.3,286.1
02/03 08,11.96,253.9,272.8
02/03 09,22.2,284.6,305.7
02/03 10,29.77,268.3,288.2
02/03 11,38.05,256.5,275.5
02/03 12,37.82,274.4,294.8
02/03 13,28.52,265.1,284.8
02/03 14,24.55,235.0,252.4
02/03 15,19.68,236.5,261.9
02/03 16,11.37,224.2,240.8
02/03 17,3.71,237.9,255.5
02/03 18,0.0,249.8,268.3
02/03 19,0.0,284.9,306.0
02/03 20,0.0,260.8,280.1
02/03 21,0.0,235.5,281.0
02/03 22,0.0,220.8,247.0
02/03 23,0.0,210.2,232.8
02/04 00,0.0,200.3,215.2
02/04 01,0.0,202.8,217.8
02/04 02,0.0,206.9,222.2
02/04 03,0.0,203.6,218.7
02/04 04,0.0,203.2,218.3
02/04 05,1.28,217.8,233.9
02/04 06,3.64,266.1,285.8
02/04 07,5.9,235.6,253.1
02/04 08,12.57,246.0,264.2
02/04 09,25.37,276.6,297.1
02/04 10,31.34,288.2,309.6
02/04 11,29.05,284.4,305.4
02/04 12,23.4,295.4,317.3
02/04 13,24.58,305.6,328.3
02/04 14,26.65,277.9,298.5
02/04 15,17.47,265.1,284.7
02/04 16,8.25,244.9,279.8
02/04 17,1.93,251.3,269.9
02/04 18,0.0,274.0,294.3
02/04 19,0.0,298.5,320.6
02/04 20,0.0,274.7,339.2
02/04 21,0.0,261.7,295.9
02/04 22,0.0,247.0,273.6
02/04 23,0.0,233.2,253.0
02/05 00,0.0,232.6,249.9
02/05 01,0.0,227.9,244.8
02/05 02,0.0,239.0,256.7
02/05 03,0.0,235.3,252.7
02/05 04,0.0,230.9,248.0
02/05 05,0.4,243.7,261.7
02/05 06,3.75,296.1,318.0
02/05 07,16.45,274.2,294.5
02/05 08,34.05,273.8,294.1
02/05 09,45.61,301.9,324.3
02/05 10,48.97,289.9,311.4
02/05 11,33.2,299.4,321.6
02/05 12,20.71,303.5,326.0
02/05 13,31.87,308.2,331.1
02/05 14,32.72,280.8,301.6
02/05 15,23.05,271.0,330.8
02/05 16,15.47,265.4,335.3
02/05 17,5.81,274.8,298.1
02/05 18,0.67,295.8,330.9
02/05 19,0.0,324.8,348.8
02/05 20,0.0,299.1,345.4
02/05 21,0.0,288.2,329.3
02/05 22,0.0,273.7,294.0
02/05 23,0.0,258.6,277.7
02/06 00,0.0,252.6,271.4
02/06 01,0.0,253.7,272.5
02/06 02,0.0,250.9,269.5
02/06 03,0.0,251.7,270.4
02/06 04,0.0,246.8,265.1
02/06 05,1.61,253.2,271.9
02/06 06,10.95,311.2,334.3
02/06 07,29.5,290.6,312.1
02/06 08,48.48,294.3,316.1
02/06 09,62.88,317.6,341.1
02/06 10,72.0,328.1,352.4
02/06 11,74.9,324.8,348.8
02/06 12,72.95,327.0,351.3
02/06 13,66.38,329.4,353.8
02/06 14,55.37,305.3,327.9
02/06 15,40.05,304.7,351.9
02/06 16,21.18,292.8,349.5
02/06 17,6.52,290.5,332.0
02/06 18,0.88,312.3,368.6
02/06 19,0.0,311.6,334.7
02/06 20,0.0,280.7,301.5
02/06 21,0.0,264.6,309.0
02/06 22,0.0,244.8,268.4
02/06 23,0.0,230.9,269.6
02/07 00,0.0,226.2,243.0
02/07 01,0.0,229.7,246.7
02/07 02,0.0,225.0,241.7
02/07 03,0.0,223.7,240.3
02/07 04,0.0,220.6,236.9
02/07 05,0.0,236.2,253.7
02/07 06,2.76,281.0,301.8
02/07 07,16.88,255.8,274.7
02/07 08,28.57,262.6,282.1
02/07 09,35.4,283.0,304.0
02/07 10,40.59,276.0,296.4
02/07 11,41.22,289.4,310.9
02/07 12,42.68,288.4,309.8
02/07 13,39.83,289.9,311.4
02/07 14,32.88,254.1,273.0
02/07 15,24.75,243.8,261.9
02/07 16,15.04,245.3,299.4
02/07 17,4.61,256.4,299.4
02/07 18,0.67,280.1,300.9
02/07 19,0.0,312.4,385.6
02/07 20,0.0,275.9,312.0
02/07 21,0.0,269.7,289.7
02/07 22,0.0,255.7,308.6
02/07 23,0.0,222.1,238.5
02/08 00,0.0,215.0,230.9
02/08 01,0.0,202.4,217.4
02/08 02,0.0,213.3,229.1
02/08 03,0.0,208.4,223.8
02/08 04,0.0,205.6,220.9
02/08 05,1.57,213.0,228.8
02/08 06,10.76,245.0,263.2
02/08 07,29.41,215.8,231.8
02/08 08,49.39,266.4,286.1
02/08 09,64.4,266.4,286.2
02/08 10,73.43,262.2,281.6
02/08 11,77.1,264.1,283.7
02/08 12,76.1,267.3,287.1
02/08 13,70.43,278.4,299.0
02/08 14,59.36,263.6,283.2
02/08 15,42.57,244.8,262.9
02/08 16,22.22,247.0,265.3
02/08 17,6.62,252.3,276.6
02/08 18,0.88,254.6,310.8
02/08 19,0.0,297.8,319.9
02/08 20,0.0,277.9,328.1
02/08 21,0.0,262.0,281.5
02/08 22,0.0,259.3,278.6
02/08 23,0.0,241.9,259.9
02/09 00,0.0,232.4,249.6
02/09 01,0.0,229.1,246.1
02/09 02,0.0,223.5,240.1
02/09 03,0.0,221.5,237.9
02/09 04,0.0,221.5,237.9
02/09 05,1.55,220.2,236.6
02/09 06,10.8,221.2,237.6
02/09 07,28.95,234.9,252.4
02/09 08,47.79,259.9,279.1
02/09 09,62.09,250.2,268.7
02/09 10,71.29,248.9,267.4
02/09 11,74.48,257.2,276.2
02/09 12,73.88,269.8,289.8
02/09 13,69.4,265.9,285.6
02/09 14,58.92,258.0,277.1
02/09 15,42.89,253.1,280.3
02/09 16,22.77,248.1,283.5
02/09 17,6.97,253.7,272.5
02/09 18,0.88,270.5,326.4
02/09 19,0.0,304.8,327.3
02/09 20,0.0,285.5,344.5
02/09 21,0.0,261.4,280.7
02/09 22,0.0,251.3,269.9
02/09 23,0.0,232.7,250.0
02/10 00,0.0,226.8,243.6
02/10 01,0.0,229.1,246.1
02/10 02,0.0,229.5,246.5
02/10 03,0.0,227.0,243.9
02/10 04,0.0,227.9,244.8
02/10 05,1.25,228.1,245.0
02/10 06,11.23,274.4,294.8
02/10 07,32.37,263.5,283.0
02/10 08,54.6,265.9,285.6
02/10 09,70.8,283.5,304.5
02/10 10,80.3,279.3,300.0
02/10 11,83.9,283.8,304.9
02/10 12,82.42,291.0,312.5
02/10 13,76.06,283.0,304.0
02/10 14,64.08,276.2,296.6
02/10 15,46.05,273.9,334.4
02/10 16,23.75,267.2,287.0
02/10 17,6.84,266.2,285.9
02/10 18,0.9,275.8,305.4
02/10 19,0.0,313.4,336.6
02/10 20,0.0,284.7,305.7
02/10 21,0.0,267.1,295.8
02/10 22,0.0,253.2,271.9
02/10 23,0.0,237.2,283.1
02/11 00,0.0,226.0,242.7
02/11 01,0.0,223.0,239.6
02/11 02,0.0,225.8,242.6
02/11 03,0.0,225.1,241.8
02/11 04,0.0,220.0,236.4
02/11 05,1.25,227.0,243.9
02/11 06,10.89,272.9,293.2
02/11 07,31.06,278.6,299.3
02/11 08,52.03,268.9,288.8
02/11 09,67.37,283.1,304.1
02/11 10,76.32,279.2,299.8
02/11 11,79.75,300.2,322.4
02/11 12,78.55,304.2,326.7
02/11 13,72.7,297.9,320.0
02/11 14,61.5,286.6,307.9
02/11 15,44.28,281.4,302.3
02/11 16,23.03,263.5,321.6
02/11 17,6.7,256.4,275.4
02/11 18,0.85,268.2,303.2
02/11 19,0.0,307.1,358.6
02/11 20,0.0,280.6,301.4
02/11 21,0.0,266.5,289.2
02/11 22,0.0,255.8,274.7
02/11 23,0.0,241.5,270.2
02/12 00,0.0,227.6,244.5
02/12 01,0.0,224.7,241.3
02/12 02,0.0,232.1,249.3
02/12 03,0.0,229.6,246.6
02/12 04,0.0,224.0,240.6
02/12 05,1.24,236.4,253.9
02/12 06,11.47,266.6,286.4
02/12 07,33.55,265.8,285.5
02/12 08,58.09,259.7,279.0
02/12 09,76.07,292.3,314.0
02/12 10,71.35,280.4,301.1
02/12 11,60.15,278.0,298.6
02/12 12,59.4,284.5,305.6
02/12 13,53.21,292.3,314.0
02/12 14,42.85,272.6,292.8
02/12 15,31.11,268.8,335.7
02/12 16,17.88,260.8,325.8
02/12 17,6.15,262.2,323.7
02/12 18,0.57,276.3,296.7
02/12 19,0.0,304.4,347.8
02/12 20,0.0,281.9,302.7
02/12 21,0.0,266.4,304.4
02/12 22,0.0,258.3,308.3
02/12 23,0.0,241.9,259.8
02/13 00,0.0,231.8,248.9
02/13 01,0.0,224.9,241.6
02/13 02,0.0,229.7,246.8
02/13 03,0.0,228.0,244.9
02/13 04,0.0,223.8,240.4
02/13 05,0.62,226.1,242.8
02/13 06,3.14,282.2,303.1
02/13 07,7.75,279.0,299.6
02/13 08,12.9,273.0,293.3
02/13 09,16.2,293.9,315.6
02/13 10,19.99,286.9,308.1
02/13 11,21.35,297.3,319.3
02/13 12,20.39,297.1,319.1
02/13 13,20.7,293.8,315.5
02/13 14,17.02,285.2,306.3
02/13 15,12.36,290.8,312.4
02/13 16,8.09,267.8,287.7
02/13 17,2.58,266.3,307.5
02/13 18,0.0,274.1,294.4
02/13 19,0.0,324.5,348.5
02/13 20,0.0,294.7,316.6
02/13 21,0.0,276.0,296.5
02/13 22,0.0,261.0,280.4
02/13 23,0.0,244.2,291.5
02/14 00,0.0,231.5,248.6
02/14 01,0.0,234.0,251.3
02/14 02,0.0,227.8,244.7
02/14 03,0.0,226.5,243.3
02/14 04,0.0,223.9,240.5
02/14 05,0.0,234.5,251.9
02/14 06,1.36,288.7,310.1
02/14 07,4.12,279.1,299.8
02/14 08,6.84,286.8,308.0
02/14 09,9.29,300.8,323.1
02/14 10,11.33,291.4,313.0
02/14 11,12.08,289.5,310.9
02/14 12,11.61,301.9,324.3
02/14 13,10.51,291.3,312.9
02/14 14,8.95,278.1,298.7
02/14 15,6.62,266.8,286.6
02/14 16,3.5,264.4,326.5
02/14 17,1.02,276.5,315.9
02/14 18,0.0,296.0,318.0
02/14 19,0.0,328.7,353.0
02/14 20,0.0,286.7,320.8
02/14 21,0.0,278.1,314.4
02/14 22,0.0,266.2,304.2
02/14 23,0.0,255.1,279.6
02/15 00,0.0,243.6,261.6
02/15 01,0.0,241.3,259.2
02/15 02,0.0,250.9,269.5
02/15 03,0.0,241.6,259.5
02/15 04,0.0,232.9,250.2
02/15 05,0.88,241.6,259.5
02/15 06,10.39,271.3,291.4
02/15 07,32.82,264.4,284.0
02/15 08,57.07,271.4,291.5
02/15 09,76.42,278.6,299.2
02/15 10,86.86,265.5,285.2
02/15 11,69.83,277.9,298.5
02/15 12,41.0,277.0,297.5
02/15 13,21.83,277.5,298.1
02/15 14,8.81,265.3,285.0
02/15 15,4.21,260.6,280.0
02/15 16,2.4,257.9,282.6
02/15 17,0.74,256.1,316.2
02/15 18,0.0,256.4,281.1
02/15 19,0.0,289.8,311.2
02/15 20,0.0,280.8,301.7
02/15 21,0.0,268.4,288.3
02/15 22,0.0,259.3,278.5
02/15 23,0.0,249.5,285.1
02/16 00,0.0,239.8,257.6
02/16 01,0.0,234.6,252.0
02/16 02,0.0,230.8,247.9
02/16 03,0.0,229.5,246.5
02/16 04,0.0,224.9,241.5
02/16 05,1.22,215.4,231.3
02/16 06,10.49,221.0,237.3
02/16 07,29.31,227.5,244.4
02/16 08,48.79,228.7,245.6
02/16 09,63.51,240.6,258.4
02/16 10,72.65,247.4,265.7
02/16 11,76.46,250.5,269.1
02/16 12,75.65,251.3,269.9
02/16 13,69.98,254.0,272.9
02/16 14,58.78,253.3,272.1
02/16 15,42.47,241.9,270.7
02/16 16,22.67,242.8,263.4
02/16 17,6.78,249.3,267.8
02/16 18,0.68,252.1,288.1
02/16 19,0.0,286.2,345.4
02/16 20,0.0,273.0,299.2
02/16 21,0.0,260.6,280.0
02/16 22,0.0,251.2,306.6
02/16 23,0.0,240.7,275.0
02/17 00,0.0,233.5,250.8
02/17 01,0.0,229.3,246.3
02/17 02,0.0,228.5,245.5
02/17 03,0.0,231.0,248.2
02/17 04,0.0,225.1,241.8
02/17 05,1.22,238.0,255.7
02/17 06,8.75,269.2,289.2
02/17 07,24.95,244.9,263.0
02/17 08,39.98,242.2,260.1
02/17 09,47.2,246.6,264.9
02/17 10,55.57,294.6,316.5
02/17 11,66.02,302.5,324.9
02/17 12,67.29,310.0,332.9
02/17 13,58.58,299.0,321.2
02/17 14,48.04,305.8,328.4
02/17 15,37.95,295.6,317.5
02/17 16,23.06,295.3,364.5
02/17 17,7.57,288.3,309.7
02/17 18,0.8,304.9,327.5
02/17 19,0.0,333.5,358.2
02/17 20,0.0,307.2,330.0
02/17 21,0.0,301.4,380.9
02/17 22,0.0,288.8,310.2
02/17 23,0.0,277.4,298.0
02/18 00,0.0,257.9,277.0
02/18 01,0.0,257.6,276.7
02/18 02,0.0,257.7,276.7
02/18 03,0.0,263.7,283.2
02/18 04,0.0,257.7,276.8
02/18 05,1.23,261.8,281.2
02/18 06,5.58,297.6,319.7
02/18 07,21.37,282.7,303.7
02/18 08,39.75,280.8,301.6
02/18 09,52.92,301.9,324.2
02/18 10,62.6,294.1,315.9
02/18 11,69.25,309.2,332.1
02/18 12,69.98,304.6,327.2
02/18 13,51.77,298.9,321.0
02/18 14,36.65,298.5,320.6
02/18 15,30.98,291.9,344.6
02/18 16,18.72,287.7,315.3
02/18 17,5.67,278.9,299.6
02/18 18,0.0,292.4,314.1
02/18 19,0.0,321.0,370.7
02/18 20,0.0,311.9,335.0
02/18 21,0.0,294.9,316.7
02/18 22,0.0,285.3,306.4
02/18 23,0.0,277.0,303.6
02/19 00,0.0,261.7,281.1
02/19 01,0.0,254.9,273.8
02/19 02,0.0,257.6,276.7
02/19 03,0.0,258.7,277.9
02/19 04,0.0,258.2,277.3
02/19 05,1.25,272.8,293.0
02/19 06,9.65,295.8,317.8
02/19 07,27.13,271.2,291.3
02/19 08,45.62,283.8,304.8
02/19 09,59.26,304.3,326.8
02/19 10,67.51,270.4,290.4
02/19 11,72.77,280.8,301.6
02/19 12,73.55,295.3,317.2
02/19 13,66.53,289.7,311.2
02/19 14,53.18,281.7,302.6
02/19 15,37.74,280.8,301.6
02/19 16,21.08,280.2,346.0
02/19 17,6.4,293.4,324.9
02/19 18,0.53,306.9,333.0
02/19 19,0.0,331.4,356.0
02/19 20,0.0,309.2,332.1
02/19 21,0.0,299.4,338.5
02/19 22,0.0,291.5,336.7
02/19 23,0.0,280.6,342.5
02/20 00,0.0,265.2,284.9
02/20 01,0.0,259.4,278.7
02/20 02,0.0,256.1,275.1
02/20 03,0.0,259.6,278.9
02/20 04,0.0,256.6,275.6
02/20 05,1.04,258.1,277.2
02/20 06,11.01,304.0,326.6
02/20 07,31.8,281.8,302.7
02/20 08,53.06,276.7,297.3
02/20 09,68.69,294.6,316.5
02/20 10,77.96,287.9,309.2
02/20 11,81.4,296.1,318.0
02/20 12,80.02,309.0,331.9
02/20 13,74.07,302.2,324.6
02/20 14,62.43,301.1,323.4
02/20 15,44.85,291.1,359.4
02/20 16,23.37,287.2,308.5
02/20 17,6.62,282.4,303.3
02/20 18,0.62,296.3,318.2
02/20 19,0.0,327.5,395.3
02/20 20,0.0,306.5,374.1
02/20 21,0.0,297.0,350.5
02/20 22,0.0,283.2,304.2
02/20 23,0.0,274.6,294.9
02/21 00,0.0,267.4,287.2
02/21 01,0.0,259.1,278.3
02/21 02,0.0,258.6,277.7
02/21 03,0.0,261.1,280.4
02/21 04,0.0,262.0,281.4
02/21 05,1.03,275.9,296.4
02/21 06,11.33,295.8,317.7
02/21 07,33.94,266.6,286.3
02/21 08,57.35,288.6,310.0
02/21 09,73.13,310.3,333.3
02/21 10,61.8,294.1,315.9
02/21 11,44.42,298.8,320.9
02/21 12,41.67,312.2,335.3
02/21 13,34.6,307.6,330.4
02/21 14,27.15,304.3,326.8
02/21 15,19.95,296.2,334.9
02/21 16,11.18,288.8,330.0
02/21 17,3.17,301.1,323.4
02/21 18,0.0,307.9,334.1
02/21 19,0.0,327.7,351.9
02/21 20,0.0,317.4,374.6
02/21 21,0.0,300.2,354.3
02/21 22,0.0,295.9,374.0
02/21 23,0.0,285.9,326.6
02/22 00,0.0,281.4,302.2
02/22 01,0.0,276.4,296.9
02/22 02,0.0,276.7,297.2
02/22 03,0.0,273.0,293.2
02/22 04,0.0,274.9,295.3
02/22 05,1.26,295.7,317.6
02/22 06,6.16,292.8,314.5
02/22 07,8.55,269.7,289.7
02/22 08,7.55,288.5,309.9
02/22 09,14.23,312.5,335.7
02/22 10,32.5,291.9,313.5
02/22 11,50.14,298.0,320.1
02/22 12,53.43,297.6,319.7
02/22 13,44.85,291.6,313.2
02/22 14,34.55,289.5,311.0
02/22 15,22.97,287.9,343.6
02/22 16,8.33,285.5,316.1
02/22 17,0.65,282.1,344.4
02/22 18,0.0,306.9,329.7
02/22 19,0.0,332.4,410.3
02/22 20,0.0,322.7,346.6
02/22 21,0.0,299.2,373.7
02/22 22,0.0,294.3,316.2
02/22 23,0.0,282.6,337.3
02/23 00,0.0,274.0,294.3
02/23 01,0.0,268.8,288.8
02/23 02,0.0,266.8,286.6
02/23 03,0.0,265.8,285.5
02/23 04,0.0,265.3,285.0
02/23 05,0.38,256.6,275.6
02/23 06,3.58,250.3,268.9
02/23 07,14.37,269.7,289.7
02/23 08,30.58,278.0,298.6
02/23 09,34.03,248.3,266.7
02/23 10,41.86,253.3,272.1
02/23 11,37.41,258.1,277.3
02/23 12,23.5,264.1,283.6
02/23 13,24.33,271.3,291.5
02/23 14,23.48,253.5,272.3
02/23 15,17.87,260.4,279.7
02/23 16,5.69,260.4,297.6
02/23 17,1.28,269.7,289.6
02/23 18,0.0,280.2,301.0
02/23 19,0.0,316.5,350.4
02/23 20,0.0,285.2,306.4
02/23 21,0.0,273.0,293.2
02/23 22,0.0,268.9,288.8
02/23 23,0.0,251.2,269.9
02/24 00,0.0,236.8,254.4
02/24 01,0.0,228.6,245.5
02/24 02,0.0,234.3,251.6
02/24 03,0.0,232.6,249.8
02/24 04,0.0,228.8,245.7
02/24 05,1.14,237.5,255.1
02/24 06,11.3,284.1,305.2
02/24 07,32.26,266.9,286.7
02/24 08,53.51,288.8,310.2
02/24 09,68.82,324.1,348.2
02/24 10,77.89,326.7,350.9
02/24 11,81.49,324.8,348.8
02/24 12,80.04,337.0,362.0
02/24 13,73.78,338.0,363.1
02/24 14,62.16,325.4,349.5
02/24 15,44.68,320.7,351.5
02/24 16,23.15,306.9,329.7
02/24 17,5.93,310.8,333.8
02/24 18,0.0,316.1,339.6
02/24 19,0.0,350.4,376.4
02/24 20,0.0,328.7,388.0
02/24 21,0.0,313.6,336.8
02/24 22,0.0,290.4,311.9
02/24 23,0.0,279.3,300.0
02/25 00,0.0,266.8,286.6
02/25 01,0.0,262.3,281.7
02/25 02,0.0,269.0,288.9
02/25 03,0.0,266.0,285.7
02/25 04,0.0,259.9,279.2
02/25 05,1.42,279.3,300.0
02/25 06,6.12,291.4,313.0
02/25 07,6.45,278.5,299.1
02/25 08,5.39,271.9,292.1
02/25 09,27.16,331.9,356.4
02/25 10,43.8,326.4,350.5
02/25 11,36.5,199.9,214.7
02/25 12,40.82,243.2,261.2
02/25 13,48.01,331.5,356.1
02/25 14,33.9,325.6,349.7
02/25 15,23.12,318.1,341.6
02/25 16,20.21,302.3,324.7
02/25 17,7.24,299.7,321.9
02/25 18,0.0,320.0,404.4
02/25 19,0.0,359.8,386.5
02/25 20,0.0,329.9,354.4
02/25 21,0.0,304.9,344.7
02/25 22,0.0,288.7,310.1
02/25 23,0.0,278.9,299.6
02/26 00,0.0,268.4,288.3
02/26 01,0.0,260.2,279.5
02/26 02,0.0,266.2,286.0
02/26 03,0.0,259.3,278.5
02/26 04,0.0,264.1,283.7
02/26 05,1.27,268.2,288.1
02/26 06,4.17,305.7,328.4
02/26 07,6.15,302.9,325.4
02/26 08,19.56,310.1,333.1
02/26 09,39.73,229.1,246.0
02/26 10,33.6,298.4,320.6
02/26 11,38.48,319.9,343.6
02/26 12,58.18,303.6,326.1
02/26 13,45.3,327.5,351.8
02/26 14,17.99,319.1,342.7
02/26 15,15.7,305.9,328.5
02/26 16,20.4,301.4,323.7
02/26 17,6.62,305.3,327.9
02/26 18,0.0,311.5,334.6
02/26 19,0.0,349.6,375.5
02/26 20,0.0,323.6,390.6
02/26 21,0.0,304.5,327.0
02/26 22,0.0,294.1,315.9
02/26 23,0.0,277.1,303.7
02/27 00,0.0,270.4,290.4
02/27 01,0.0,264.4,284.0
02/27 02,0.0,269.3,289.3
02/27 03,0.0,267.2,287.0
02/27 04,0.0,263.7,283.3
02/27 05,0.45,286.4,307.7
02/27 06,2.13,313.0,336.2
02/27 07,13.12,311.5,334.6
02/27 08,26.17,308.7,331.6
02/27 09,40.95,335.0,359.8
02/27 10,44.67,322.8,346.7
02/27 11,32.8,328.6,352.9
02/27 12,33.37,336.1,361.0
02/27 13,40.73,333.6,358.3
02/27 14,24.55,325.1,349.2
02/27 15,4.45,325.3,349.4
02/27 16,4.31,302.0,324.4
02/27 17,2.01,292.0,313.6
02/27 18,0.0,320.3,344.1
02/27 19,0.0,354.0,387.9
02/27 20,0.0,324.7,348.7
02/27 21,0.0,304.2,363.0
02/27 22,0.0,294.3,316.1
02/27 23,0.0,275.3,295.7
02/28 00,0.0,269.2,289.1
02/28 01,0.0,261.3,280.6
02/28 02,0.0,265.8,285.5
02/28 03,0.0,262.7,282.2
02/28 04,0.0,255.5,274.4
02/28 05,0.5,269.8,289.8
02/28 06,3.47,306.2,328.9
02/28 07,8.4,300.0,322.3
02/28 08,18.18,305.0,327.6
02/28 09,30.55,320.6,344.4
02/28 10,35.68,311.8,334.9
02/28 11,38.5,313.6,336.9
02/28 12,45.78,334.5,359.3
02/28 13,47.35,331.7,356.2
02/28 14,40.13,309.2,332.1
02/28 15,31.5,302.7,353.5
02/28 16,20.25,293.7,358.5
02/28 17,6.9,288.7,333.4
02/28 18,0.0,320.0,343.7
02/28 19,0.0,348.9,374.8
02/28 20,0.0,320.3,344.0
02/28 21,0.0,313.1,357.7
02/28 22,0.0,305.1,327.7
02/28 23,0.0,289.5,311.0
03/01 00,0.0,275.2,295.6
03/01 01,0.0,270.0,290.0
03/01 02,0.0,283.2,304.2
03/01 03,0.0,274.1,294.4
03/01 04,0.0,274.0,294.3
03/01 05,0.0,286.3,307.5
03/01 06,2.55,306.5,329.3
03/01 07,7.05,251.3,269.9
03/01 08,12.57,255.0,273.9
03/01 09,17.62,301.6,323.9
03/01 10,19.73,276.8,297.4
03/01 11,19.39,281.1,301.9
03/01 12,18.18,269.5,289.5
03/01 13,16.81,234.9,252.3
03/01 14,13.84,209.6,225.2
03/01 15,10.01,208.1,228.1
03/01 16,5.46,217.0,233.1
03/01 17,1.48,228.2,247.6
03/01 18,0.0,245.3,263.5
03/01 19,0.0,269.5,289.5
03/01 20,0.0,249.1,267.6
03/01 21,0.0,237.8,271.7
03/01 22,0.0,228.5,282.2
03/01 23,0.0,223.2,249.8
03/02 00,0.0,211.5,227.2
03/02 01,0.0,201.5,216.5
03/02 02,0.0,200.4,215.2
03/02 03,0.0,201.8,216.8
03/02 04,0.0,201.9,216.9
03/02 05,0.0,207.0,222.4
03/02 06,1.52,206.7,222.0
03/02 07,4.3,219.2,235.4
03/02 08,7.02,229.1,246.1
03/02 09,9.58,227.3,244.1
03/02 10,11.29,237.5,255.1
03/02 11,11.88,238.8,256.5
03/02 12,12.05,248.4,266.8
03/02 13,11.65,249.8,268.4
03/02 14,9.3,233.0,250.2
03/02 15,6.3,230.1,268.6
03/02 16,3.42,232.6,249.8
03/02 17,0.94,246.8,276.1
03/02 18,0.0,273.4,293.7
03/02 19,0.0,286.0,323.3
03/02 20,0.0,260.8,280.1
03/02 21,0.0,244.9,263.0
03/02 22,0.0,228.8,245.7
03/02 23,0.0,218.9,276.7
03/03 00,0.0,208.4,223.8
03/03 01,0.0,195.8,210.3
03/03 02,0.0,206.9,222.2
03/03 03,0.0,209.1,224.7
03/03 04,0.0,203.8,218.9
03/03 05,1.45,204.4,219.6
03/03 06,13.53,260.1,279.4
03/03 07,37.52,260.2,279.5
03/03 08,60.98,283.9,305.0
03/03 09,76.26,311.7,334.8
03/03 10,63.94,300.9,323.3
03/03 11,42.48,287.2,308.5
03/03 12,39.17,285.8,306.9
03/03 13,37.43,281.3,302.2
03/03 14,27.75,254.6,273.5
03/03 15,16.64,257.3,276.4
03/03 16,10.06,245.3,263.4
03/03 17,3.39,260.1,328.7
03/03 18,0.0,304.0,354.9
03/03 19,0.0,320.2,386.4
03/03 20,0.0,283.9,354.6
03/03 21,0.0,256.3,275.3
03/03 22,0.0,239.6,282.8
03/03 23,0.0,237.6,293.4
03/04 00,0.0,230.7,247.8
03/04 01,0.0,224.8,241.4
03/04 02,0.0,225.4,242.1
03/04 03,0.0,234.7,252.1
03/04 04,0.0,233.4,250.7
03/04 05,0.0,242.3,260.2
03/04 06,5.35,288.8,310.2
03/04 07,24.62,269.3,289.2
03/04 08,47.87,270.3,290.4
03/04 09,48.25,300.2,322.5
03/04 10,36.53,293.8,315.6
03/04 11,32.02,303.8,326.3
03/04 12,29.03,312.1,335.2
03/04 13,46.84,290.3,311.8
03/04 14,53.78,256.4,275.4
03/04 15,32.83,248.0,269.1
03/04 16,17.48,242.9,289.8
03/04 17,5.17,268.2,297.0
03/04 18,0.0,288.5,309.8
03/04 19,0.0,312.6,377.3
03/04 20,0.0,287.9,328.9
03/04 21,0.0,268.9,339.8
03/04 22,0.0,257.9,291.6
03/04 23,0.0,247.7,283.1
03/05 00,0.0,237.9,255.5
03/05 01,0.0,233.0,250.3
03/05 02,0.0,238.4,256.1
03/05 03,0.0,242.4,260.4
03/05 04,0.0,242.1,260.1
03/05 05,1.24,254.6,273.4
03/05 06,11.88,278.1,298.7
03/05 07,33.46,263.3,282.8
03/05 08,55.01,263.2,282.7
03/05 09,70.55,252.6,271.3
03/05 10,79.61,251.6,270.3
03/05 11,82.67,254.5,273.3
03/05 12,80.88,280.1,300.8
03/05 13,74.51,267.0,286.8
03/05 14,62.6,248.5,266.9
03/05 15,44.82,233.6,250.9
03/05 16,23.14,239.5,289.0
03/05 17,5.87,254.8,285.1
03/05 18,0.0,280.4,301.1
03/05 19,0.0,296.2,361.6
03/05 20,0.0,279.8,330.3
03/05 21,0.0,268.4,324.0
03/05 22,0.0,252.4,297.9
03/05 23,0.0,233.9,276.1
03/06 00,0.0,229.7,246.7
03/06 01,0.0,222.4,238.9
03/06 02,0.0,231.2,248.3
03/06 03,0.0,235.2,252.6
03/06 04,0.0,229.8,246.8
